#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S48335	2021-036BM	Starlink-2441	2021 Apr 29	2023 Mar  1	2024 Nov 19	2025 Jan  3?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	322	53.1	2024 Oct 13	546	548	53.05	-
S48340	2021-037A	Yaogan 34	2021 Apr 30	2023 Mar	*	*	-	YG-34	-	-	M	D	IMG	S	-	-	CN	ST/SG/SER.E/1033	107.1	1080	1100	63.4	2024 Oct 12	1035	1143	63.40	-
S48353	2021-038A	Starlink-2613	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.1	378	379	53.1	2024 Oct 13	546	548	53.05	-
S48354	2021-038B	Starlink-2674	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.1	377	379	53.1	2024 Oct 13	545	548	53.05	-
S48355	2021-038C	Starlink-2635	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.1	377	378	53.1	2024 Oct 13	546	548	53.05	-
S48356	2021-038D	Starlink-2637	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.1	376	378	53.1	2024 Oct 13	546	548	53.05	-
S48357	2021-038E	Starlink-2636	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.1	376	377	53.1	2024 Oct 13	546	548	53.05	-
S48358	2021-038F	Starlink-2624	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.4	391	392	53.1	2024 Oct 13	546	548	53.05	-
S48359	2021-038G	Starlink-2628	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.4	390	392	53.1	2024 Oct 13	546	548	53.05	-
S48360	2021-038H	Starlink-2622	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.4	390	391	53.1	2024 Oct 13	546	548	53.05	-
S48361	2021-038J	Starlink-2591	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	92.3	388	389	53.1	2024 Oct 13	546	548	53.05	-
S48362	2021-038K	Starlink-2578	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.9	365	367	53.1	2024 Oct 13	546	548	53.05	-
S48363	2021-038L	Starlink-2626	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	528	533	53.05	-
S48364	2021-038M	Starlink-2611	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48365	2021-038N	Starlink-2608	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48366	2021-038P	Starlink-2631	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48367	2021-038Q	Starlink-2643	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48368	2021-038R	Starlink-2623	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48369	2021-038S	Starlink-2641	2021 May  4	2023 Mar  1	2025 Feb  8	2025 Mar 13?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48370	2021-038T	Starlink-2621	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48371	2021-038U	Starlink-2589	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48372	2021-038V	Starlink-2572	2021 May  4	2023 Mar  1	2024 Mar  4	2024 Jul 15	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Jul 17	354	356	53.05	-
S48373	2021-038W	Starlink-2609	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48374	2021-038X	Starlink-2604	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48375	2021-038Y	Starlink-2603	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48376	2021-038Z	Starlink-2610	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	545	548	53.05	-
S48377	2021-038AA	Starlink-2499	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48378	2021-038AB	Starlink-2526	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48379	2021-038AC	Starlink-2612	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48380	2021-038AD	Starlink-2614	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48381	2021-038AE	Starlink-2630	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48382	2021-038AF	Starlink-2585	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48383	2021-038AG	Starlink-2599	2021 May  4	2023 Mar  1	2024 Mar  1	2024 Jun  7	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Jun  9	358	358	53.05	-
S48384	2021-038AH	Starlink-2601	2021 May  4	2024 Feb 20	2024 Feb 20	2024 May 11?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 May 12	184	191	53.04	-
S48385	2021-038AJ	Starlink-2598	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48386	2021-038AK	Starlink-2606	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48387	2021-038AL	Starlink-2600	2021 May  4	2023 Mar  1	2024 Dec  3	2024 Dec  3?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48388	2021-038AM	Starlink-2594	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48389	2021-038AN	Starlink-1904	2021 May  4	2023 Mar  1	2024 Jul 22	2024 Aug 28	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Aug 29	175	179	53.04	-
S48390	2021-038AP	Starlink-2586	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48391	2021-038AQ	Starlink-2607	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48392	2021-038AR	Starlink-2605	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48393	2021-038AS	Starlink-2602	2021 May  4	2023 Mar  1	2024 Dec  6	2025 Jan 19?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48394	2021-038AT	Starlink-2573	2021 May  4	2023 Mar  1	2024 Nov 20	2025 Jan  4?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48395	2021-038AU	Starlink-2574	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48396	2021-038AV	Starlink-2575	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48397	2021-038AW	Starlink-2590	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48398	2021-038AX	Starlink-2588	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48399	2021-038AY	Starlink-2587	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48400	2021-038AZ	Starlink-2576	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48401	2021-038BA	Starlink-2571	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48402	2021-038BB	Starlink-2560	2021 May  4	2023 Mar  1	2024 Mar  3	2024 Jul 14	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Jul 16	356	358	53.05	-
S48403	2021-038BC	Starlink-2561	2021 May  4	2023 Mar  1	2025 Jan 26	2025 Mar 12?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48404	2021-038BD	Starlink-2593	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48405	2021-038BE	Starlink-2570	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48406	2021-038BF	Starlink-2568	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48407	2021-038BG	Starlink-2595	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	528	532	53.05	-
S48408	2021-038BH	Starlink-2592	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	348	351	53.1	2024 Oct 13	546	548	53.05	-
S48409	2021-038BJ	Starlink-2596	2021 May  4	2023 Mar  1	2024 Jun  8	2024 Aug 20?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Aug 22	252	257	53.05	-
S48410	2021-038BK	Starlink-2563	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	547	53.05	-
S48411	2021-038BL	Starlink-2505	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48412	2021-038BM	Starlink-2581	2021 May  4	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48423	2021-039A	Yaogan 30 X	2021 May  6	2023 Mar	*	*	-	CX-5	1	-	M	D	SIG	S	-	-	CN	ST/SG/SER.E/1033	96.7	594	602	35.0	2024 Oct 12	574	578	35.00	-
S48424	2021-039B	Yaogan 30 Y	2021 May  6	2023 Mar	*	*	-	CX-5	1	-	M	D	SIG	S	-	-	CN	ST/SG/SER.E/1033	96.7	594	602	35.0	2024 Oct 12	572	580	34.99	-
S48425	2021-039C	Yaogan 30 Z	2021 May  6	2023 Mar	*	*	-	CX-5	1	-	M	D	SIG	S	-	-	CN	ST/SG/SER.E/1033	96.7	595	601	35.0	2024 Oct 12	574	577	34.99	-
S48426	2021-039D	Tianqi-12	2021 May  6	2021 May  6	*	*	-	Tianqi	-	-	-	B	COM	S	-	-	[CN]	-	-	-	-	-	2021 May  8	589	597	35.01	-
S48428	2021-040A	Starlink-2461	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	545	548	53.05	-
S48429	2021-040B	Starlink-2749	2021 May  9	2023 Mar  1	2024 Nov 20	2024 Dec 26?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48430	2021-040C	Starlink-2729	2021 May  9	2024 Mar  3	2024 Mar  3	2024 May 12	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 May 14	243	246	53.05	-
S48431	2021-040D	Starlink-2700	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	545	548	53.05	-
S48432	2021-040E	Starlink-2680	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48433	2021-040F	Starlink-2699	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48434	2021-040G	Starlink-2692	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48435	2021-040H	Starlink-2633	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48436	2021-040J	Starlink-2639	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	547	53.05	-
S48437	2021-040K	Starlink-2642	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.06	-
S48438	2021-040L	Starlink-2640	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.06	-
S48439	2021-040M	Starlink-2583	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48440	2021-040N	Starlink-2682	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48441	2021-040P	Starlink-2702	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48442	2021-040Q	Starlink-2644	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48443	2021-040R	Starlink-2663	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48444	2021-040S	Starlink-2645	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48445	2021-040T	Starlink-2634	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.06	-
S48446	2021-040U	Starlink-2247	2021 May  9	2023 Mar  1	2024 Aug  2	2024 Sep 13?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Sep 13	212	219	53.04	-
S48447	2021-040V	Starlink-2269	2021 May  9	2024 Feb 13	2024 Feb 13	2024 May 10	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 May 12	237	243	53.05	-
S48448	2021-040W	Starlink-2632	2021 May  9	2023 Mar  1	2024 Mar  2	2024 Jun 14	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	90.9	318	321	53.1	2024 Jun 16	358	358	53.05	-
S48449	2021-040X	Starlink-2655	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48450	2021-040Y	Starlink-2660	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48451	2021-040Z	Starlink-2652	2021 May  9	2023 Mar  1	2024 Mar  2	2024 Jun 26?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Jun 28	354	356	53.05	-
S48452	2021-040AA	Starlink-2703	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48453	2021-040AB	Starlink-2620	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48454	2021-040AC	Starlink-2654	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48455	2021-040AD	Starlink-2497	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48456	2021-040AE	Starlink-2508	2021 May  9	2024 Feb 20	2024 Feb 20	2024 Jun 16?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Jun 18	357	358	53.05	-
S48457	2021-040AF	Starlink-2529	2021 May  9	2021 Jul 16	2021 Jul 16	2021 Jul 16?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2021 Jul 18	290	293	53.05	-
S48458	2021-040AG	Starlink-2698	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48459	2021-040AH	Starlink-2579	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48460	2021-040AJ	Starlink-2582	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	547	53.05	-
S48461	2021-040AK	Starlink-2693	2021 May  9	2023 Mar  1	2024 Oct 24	2025 Jan 30?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	546	548	53.05	-
S48462	2021-040AL	Starlink-2683	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48463	2021-040AM	Starlink-2689	2021 May  9	2023 Mar  1	2024 Nov 19	2024 Dec 28?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	547	53.05	-
S48464	2021-040AN	Starlink-2686	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48465	2021-040AP	Starlink-2681	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48466	2021-040AQ	Starlink-2687	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48467	2021-040AR	Starlink-2659	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	547	53.05	-
S48468	2021-040AS	Starlink-2685	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48469	2021-040AT	Starlink-2661	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48470	2021-040AU	Starlink-2675	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.06	-
S48471	2021-040AV	Starlink-2684	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48472	2021-040AW	Starlink-2722	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	545	548	53.05	-
S48473	2021-040AX	Starlink-2658	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	547	53.05	-
S48474	2021-040AY	Starlink-2697	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.05	-
S48475	2021-040AZ	Starlink-2619	2021 May  9	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	351	53.1	2024 Oct 13	532	539	53.06	-
S48476	2021-040BA	Starlink-2723	2021 May  9	2023 Mar  1	2024 Oct 29	2024 Nov 25?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1010	91.5	349	350	53.1	2024 Oct 13	546	548	53.06	-
