#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Apr  7 2348:35																											
S48156	2019-022P	Aerocube 10a Probe	2019 Apr 17	2020 Apr  8	2020 Apr  8	2020 Apr  8	-	AC10 Probe	-	-	-	D	SCI	S	-	ATM	[US]	-	-	-	-	-	2021 May 25	419	442	51.66	-
S48157	2021-028A	Shiyan 6-03	2021 Apr  8	2022 Apr	*	*	-	SW6	-	-	M	D	IMG	S	-	-	CN	ST/SG/SER.E/1033	105.0	990	1003	99.5	2024 Oct 12	939	1006	99.54	-
S48159	2021-029A	Soyuz MS-18	2021 Apr  9	2021 Oct 17	2021 Oct 17	2021 Oct 17 0435:44	-	Soyuz MS	-	P	M	C	SS	S	-	-	RU	ST/SG/SER.E/969	88.6	200	243	51.7	2021 Oct 16	417	423	51.64	-
S48209	2021-030A	Dragon Endeavour 2	2021 Apr 23	2021 Nov  9	2021 Nov  9	2021 Nov  9 0332:45?	-	Dragon 2	-	P	M	B	SS	S	Hawthorne	-	US	ST/SG/SER.E/1004	97.6	418	422	51.6	2021 Nov  9	417	426	51.58	-
S48210	2021-031A	OWLID000147	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48211	2021-031B	OWLID000148	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1203	1207	87.90	-
S48212	2021-031C	OWLID000149	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48213	2021-031D	OWLID000150	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48214	2021-031E	OWLID000151	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1203	1207	87.90	-
S48215	2021-031F	OWLID000152	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48216	2021-031G	OWLID000153	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48217	2021-031H	OWLID000154	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48218	2021-031J	OWLID000155	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48219	2021-031K	OWLID000156	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48220	2021-031L	OWLID000157	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48221	2021-031M	OWLID000158	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48222	2021-031N	OWLID000159	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48223	2021-031P	OWLID000160	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48224	2021-031Q	OWLID000161	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48225	2021-031R	OWLID000162	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48226	2021-031S	OWLID000163	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48227	2021-031T	OWLID000164	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48228	2021-031U	OWLID000165	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48229	2021-031V	OWLID000166	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48230	2021-031W	OWLID000167	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48231	2021-031X	OWLID000168	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48232	2021-031Y	OWLID000169	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48233	2021-031Z	OWLID000170	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48234	2021-031AA	OWLID000171	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48235	2021-031AB	OWLID000172	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48236	2021-031AC	OWLID000173	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48237	2021-031AD	OWLID000174	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48238	2021-031AE	OWLID000175	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48239	2021-031AF	OWLID000176	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48240	2021-031AG	OWLID000177	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48241	2021-031AH	OWLID000178	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48242	2021-031AJ	OWLID000179	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1206	87.90	-
S48243	2021-031AK	OWLID000180	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48244	2021-031AL	OWLID000181	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48245	2021-031AM	OWLID000182	2021 Apr 25	2023 Mar	*	*	-	OneWeb	1 5	P	M	B	COM	S	-	-	[UK]	ST/SG/SER.E/991	109.4	1201	1205	87.9	2024 Oct 13	1204	1207	87.90	-
S48247	2021-032A	USA 314	2021 Apr 26	2023 Feb	*	*	-	CRYSTAL 5	-	P	M	D	IMG*	S	-	-	US	ST/SG/SER.R/1004	97.6	526	763	98.0	2024 Aug 31	545	770	98.04	-
S48248	2021-033A	Zhongan Guotong 1	2021 Apr 27	2022 Sep	2024 Jul?	2024 Jul?	-	Zhongan	-	P	-	B	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	496	510	97.40	-
S48249	2021-033B	Jin Zijing 1-01	2021 Apr 27	2021 May	2023 Jun?	2023 Jun?	-	Bauhinia	-	-	-	B	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	494	511	97.40	-
S48250	2021-033C	Taijing 2-01	2021 Apr 27	2023 Feb	2023 Dec?	2023 Dec?	-	Minospace	-	-	-	B	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	495	509	97.40	-
S48251	2021-033D	Foshan 1	2021 Apr 27	2021 May	2024 Jul?	2024 Jul?	-	Jihua	-	P	-	C	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	495	509	97.40	-
S48252	2021-033E	Tianqi Xingzuo 09	2021 Apr 27	2023 Jan	2024 Nov?	2024 Nov?	-	Tianqi	-	-	-	B	COM	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	494	508	97.39	-
S48253	2021-033F	NEO-1	2021 Apr 27	2021 May	2024 Oct?	2024 Oct?	-	Origin	-	P	-	B	TECH	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	495	509	97.40	-
S48254	2021-033G	Qilu-4	2021 Apr 27	2023 Feb	2023 Nov?	2023 Nov?	-	Qilu	-	P	-	C	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	495	508	97.39	-
S48255	2021-033H	Qilu-1	2021 Apr 27	2023 Jan	2023 Nov?	2023 Nov?	-	Qilu	-	P	-	C	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	495	508	97.40	-
S48256	2021-033J	Jin Zijing 1-02	2021 Apr 27	2023 Feb	2023 Jun?	2023 Jun?	-	Bauhinia	-	-	-	B	IMG	S	-	-	[CN]	-	-	-	-	-	2021 Apr 29	494	505	97.39	-
S48268	2021-034A	Pleiades NEO 3 (PNEO3)	2021 Apr 29	2023 Mar	*	*	-	Pleiades Neo	-	P	M	BD	IMG	S	-	-	F	ST/SG/SER.E/1047	97.2	612	629	97.9	2024 Oct 12	623	624	97.89	-
S48269	2021-034B	Lemur 2 Amanda-Svante	2021 Apr 29	2021 May	*	*	-	Spire	2	-	-	B	COM/MET-RO	S	-	-	US	ST/SG/SER.E/1010	96.9	609	614	97.8	2021 May  1	609	613	97.79	-
S48270	2021-034C	AII-Bravo	2021 Apr 29	2022 Oct	*	*	-	AII	-	-	-	B	SIG	S	-	-	LT*	ST/SG/SER.E/994	96.9	609	614	97.8	2021 May  1	608	614	97.79	-
S48271	2021-034D	ELO Alpha	2021 Apr 29	2023 Feb	*	*	-	ELO	-	-	-	B	COM	S	-	-	[I]	-	-	-	-	-	2021 May  1	608	612	97.79	-
S48272	2021-034E	NorSat-3	2021 Apr 29	2023 Feb	*	*	-	NORSAT	-	-	-	B	COM	S	-	-	N	ST/SG/SER.E/1001	96.8	604	608	97.8	2021 May  1	607	610	97.79	-
S48273	2021-034F	Lemur 2 Special K	2021 Apr 29	2021 May	*	*	-	Spire	2	-	-	B	COM/MET-RO	S	-	-	US	ST/SG/SER.E/1010	96.9	609	614	97.8	2021 May  1	609	613	97.79	-
S48274	2021-035A	Tianhe	2021 Apr 29	2023 Mar	*	*	-	Tiangong	-	P	M	C	SS	S	-	-	CN	ST/SG/SER.E/1033	90.2	170	397	41.4	2024 Oct 12	371	376	41.47	-
S48276	2021-036A	Starlink-2567	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48277	2021-036B	Starlink-2569	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48278	2021-036C	Starlink-2543	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	328	53.1	2024 Oct 13	546	548	53.05	-
S48279	2021-036D	Starlink-2580	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48280	2021-036E	Starlink-2565	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48281	2021-036F	Starlink-2520	2021 Apr 29	2023 Mar  1	2024 Nov 19	2024 Dec 23?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48282	2021-036G	Starlink-2558	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48283	2021-036H	Starlink-2516	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48284	2021-036J	Starlink-2564	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48285	2021-036K	Starlink-2548	2021 Apr 29	2024 May 23	2024 Mar  2	2024 May 23	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 May 24	186	191	53.04	-
S48286	2021-036L	Starlink-2547	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48287	2021-036M	Starlink-2566	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48288	2021-036N	Starlink-2562	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48289	2021-036P	Starlink-2545	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48290	2021-036Q	Starlink-2540	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48291	2021-036R	Starlink-2555	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	326	53.1	2024 Oct 13	546	548	53.05	-
S48292	2021-036S	Starlink-2542	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 Oct 13	546	548	53.05	-
S48293	2021-036T	Starlink-2550	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 Oct 13	546	548	53.05	-
S48294	2021-036U	Starlink-2533	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 Oct 13	546	548	53.05	-
S48295	2021-036V	Starlink-2535	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 Oct 13	546	548	53.05	-
S48296	2021-036W	Starlink-2546	2021 Apr 29	2023 Mar  1	2024 Nov 21	2025 Jan  6?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	325	325	53.1	2024 Oct 13	546	548	53.05	-
S48297	2021-036X	Starlink-2544	2021 Apr 29	2024 Mar  3	2024 Mar  3	2024 May 21	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 May 22	189	195	53.04	-
S48298	2021-036Y	Starlink-2559	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	326	53.1	2024 Oct 13	546	548	53.05	-
S48299	2021-036Z	Starlink-2557	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48300	2021-036AA	Starlink-2538	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48301	2021-036AB	Starlink-2537	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48302	2021-036AC	Starlink-2556	2021 Apr 29	2023 Mar  1	2024 Dec 15	2024 Dec 15?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48303	2021-036AD	Starlink-2530	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48304	2021-036AE	Starlink-2524	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	547	53.05	-
S48305	2021-036AF	Starlink-2519	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48306	2021-036AG	Starlink-2523	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48307	2021-036AH	Starlink-2528	2021 Apr 29	2024 May 18	2024 May 18	2024 Jun 28?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Jun 30	343	344	53.05	-
S48308	2021-036AJ	Starlink-2532	2021 Apr 29	2024 Mar  2	2024 Mar  2	2024 May 13	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 May 15	166	168	53.03	-
S48309	2021-036AK	Starlink-2517	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48310	2021-036AL	Starlink-2536	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48311	2021-036AM	Starlink-2534	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48312	2021-036AN	Starlink-2061	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48313	2021-036AP	Starlink-2541	2021 Apr 29	2023 Mar  1	2024 Nov 21	2025 Jan  4?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48314	2021-036AQ	Starlink-2549	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48315	2021-036AR	Starlink-2506	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	545	548	53.05	-
S48316	2021-036AS	Starlink-2507	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 Oct 13	546	548	53.05	-
S48317	2021-036AT	Starlink-2513	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	548	53.05	-
S48318	2021-036AU	Starlink-2509	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	548	53.05	-
S48319	2021-036AV	Starlink-2512	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	548	53.05	-
S48320	2021-036AW	Starlink-2029	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	547	53.05	-
S48321	2021-036AX	Starlink-2457	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	547	53.05	-
S48322	2021-036AY	Starlink-2477	2021 Apr 29	2023 Mar  1	2024 Nov 19	2025 jan  3?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	548	53.05	-
S48323	2021-036AZ	Starlink-2515	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	325	53.1	2024 Oct 13	546	548	53.05	-
S48324	2021-036BA	Starlink-2527	2021 Apr 29	2024 Jan 31	2024 Jan 31	2024 May  7?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	324	325	53.1	2024 May  9	271	273	53.05	-
S48325	2021-036BB	Starlink-2495	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	323	324	53.1	2024 Oct 13	546	547	53.05	-
S48326	2021-036BC	Starlink-2498	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	323	53.1	2024 Oct 13	546	548	53.05	-
S48327	2021-036BD	Starlink-2502	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	323	53.1	2024 Oct 13	546	548	53.05	-
S48328	2021-036BE	Starlink-2504	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	323	53.1	2024 Oct 13	546	548	53.05	-
S48329	2021-036BF	Starlink-2510	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	323	53.1	2024 Oct 13	546	548	53.05	-
S48330	2021-036BG	Starlink-2501	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	322	53.1	2024 Oct 13	546	548	53.05	-
S48331	2021-036BH	Starlink-2514	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	322	53.1	2024 Oct 13	546	548	53.05	-
S48332	2021-036BJ	Starlink-2511	2021 Apr 29	2023 Mar  1	2024 Nov 19	2025 Jan  5?	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	322	53.1	2024 Oct 13	546	548	53.05	-
S48333	2021-036BK	Starlink-2518	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	321	322	53.1	2024 Oct 13	546	548	53.05	-
S48334	2021-036BL	Starlink-2470	2021 Apr 29	2023 Mar  1	*	*	-	Starlink 1.0V2	1 1	P	M	B	COM	S	-	-	US	ST/SG/SER.E/1004	91.0	318	326	53.1	2024 Oct 13	545	548	53.05	-
